project_id,usage_start_time,service,sku,region,cost,credits,instance
proj-13,2025-05-13,BigQuery,sku-BIG-169,us-central1,59.81,0.0,vm-prod-1
proj-14,2025-05-13,Dataflow,sku-DAT-182,europe-west1,63.2,0.0,vm-dev-1
proj-15,2025-05-13,Cloud Run,sku-CLO-195,asia-south1,10.07,0.0,vm-batch-1
proj-16,2025-05-13,Compute Engine,sku-COM-208,europe-west1,19.6,0.0,vm-analytics-1
proj-17,2025-05-13,Cloud Storage,sku-CLO-221,us-central1,4.9,0.0,vm-prod-1
proj-18,2025-05-13,BigQuery,sku-BIG-234,us-central1,58.96,0.0,vm-dev-1
proj-19,2025-05-13,Dataflow,sku-DAT-247,europe-west1,61.9,0.0,vm-batch-1
proj-20,2025-05-13,Cloud Run,sku-CLO-260,europe-west1,9.37,0.0,vm-analytics-1
proj-21,2025-05-13,Compute Engine,sku-COM-273,us-central1,20.63,0.0,vm-prod-1
proj-22,2025-05-13,Cloud Storage,sku-CLO-286,us-central1,4.68,0.0,vm-dev-1
proj-23,2025-05-13,BigQuery,sku-BIG-299,asia-south1,58.71,0.0,vm-batch-1
proj-24,2025-05-13,Dataflow,sku-DAT-312,europe-west1,63.95,0.0,vm-analytics-1
proj-25,2025-05-13,Cloud Run,sku-CLO-325,europe-west1,11.02,0.0,vm-prod-1
proj-26,2025-05-13,Compute Engine,sku-COM-338,europe-west1,17.82,0.0,vm-dev-1
proj-27,2025-05-13,Cloud Storage,sku-CLO-351,europe-west1,4.76,0.0,vm-batch-1
proj-28,2025-05-13,BigQuery,sku-BIG-364,europe-west1,60.16,0.0,vm-analytics-1
proj-29,2025-05-13,Dataflow,sku-DAT-377,us-central1,63.04,0.0,vm-prod-1
proj-30,2025-05-13,Cloud Run,sku-CLO-390,europe-west1,9.99,0.0,vm-dev-1
proj-1,2025-05-14,Compute Engine,sku-COM-13,europe-west1,19.11,0.0,vm-prod-1
proj-2,2025-05-14,Cloud Storage,sku-CLO-26,us-central1,4.66,0.0,vm-dev-1
proj-3,2025-05-14,BigQuery,sku-BIG-39,asia-south1,56.61,0.0,vm-batch-1
proj-4,2025-05-14,Dataflow,sku-DAT-52,us-central1,61.87,0.0,vm-analytics-1
proj-5,2025-05-14,Cloud Run,sku-CLO-65,europe-west1,9.47,0.0,vm-prod-1
proj-6,2025-05-14,Compute Engine,sku-COM-78,europe-west1,18.27,0.0,vm-dev-1
proj-7,2025-05-14,Cloud Storage,sku-CLO-91,europe-west1,4.94,0.0,vm-batch-1
proj-8,2025-05-14,BigQuery,sku-BIG-104,europe-west1,57.8,0.0,vm-analytics-1
proj-9,2025-05-14,Dataflow,sku-DAT-117,asia-south1,60.06,0.0,vm-prod-1
proj-10,2025-05-14,Cloud Run,sku-CLO-130,asia-south1,10.0,0.0,vm-dev-1
proj-11,2025-05-14,Compute Engine,sku-COM-143,europe-west1,17.75,0.0,vm-batch-1
proj-12,2025-05-14,Cloud Storage,sku-CLO-156,europe-west1,4.84,0.0,vm-analytics-1
proj-13,2025-05-14,BigQuery,sku-BIG-169,us-central1,59.95,0.0,vm-prod-1
proj-14,2025-05-14,Dataflow,sku-DAT-182,asia-south1,60.03,0.0,vm-dev-1
proj-15,2025-05-14,Cloud Run,sku-CLO-195,asia-south1,8.75,0.0,vm-batch-1
proj-16,2025-05-14,Compute Engine,sku-COM-208,asia-south1,19.76,0.0,vm-analytics-1
proj-17,2025-05-14,Cloud Storage,sku-CLO-221,us-central1,5.01,0.0,vm-prod-1
proj-18,2025-05-14,BigQuery,sku-BIG-234,us-central1,60.01,0.0,vm-dev-1
proj-19,2025-05-14,Dataflow,sku-DAT-247,us-central1,59.87,0.0,vm-batch-1
proj-20,2025-05-14,Cloud Run,sku-CLO-260,europe-west1,9.95,0.0,vm-analytics-1
proj-21,2025-05-14,Compute Engine,sku-COM-273,us-central1,18.17,0.0,vm-prod-1
proj-22,2025-05-14,Cloud Storage,sku-CLO-286,europe-west1,4.67,0.0,vm-dev-1
proj-23,2025-05-14,BigQuery,sku-BIG-299,europe-west1,56.99,0.0,vm-batch-1
proj-24,2025-05-14,Dataflow,sku-DAT-312,asia-south1,62.59,0.0,vm-analytics-1
proj-25,2025-05-14,Cloud Run,sku-CLO-325,europe-west1,9.12,0.0,vm-prod-1
proj-26,2025-05-14,Compute Engine,sku-COM-338,asia-south1,19.75,0.0,vm-dev-1
proj-27,2025-05-14,Cloud Storage,sku-CLO-351,asia-south1,5.04,0.0,vm-batch-1
proj-28,2025-05-14,BigQuery,sku-BIG-364,us-central1,60.28,0.0,vm-analytics-1
proj-29,2025-05-14,Dataflow,sku-DAT-377,asia-south1,63.98,0.0,vm-prod-1
proj-30,2025-05-14,Cloud Run,sku-CLO-390,europe-west1,10.9,0.0,vm-dev-1
proj-1,2025-05-15,Compute Engine,sku-COM-13,us-central1,18.63,0.0,vm-prod-1
proj-2,2025-05-15,Cloud Storage,sku-CLO-26,europe-west1,4.87,0.0,vm-dev-1
proj-3,2025-05-15,BigQuery,sku-BIG-39,europe-west1,56.84,0.0,vm-batch-1
proj-4,2025-05-15,Dataflow,sku-DAT-52,us-central1,61.69,0.0,vm-analytics-1
proj-5,2025-05-15,Cloud Run,sku-CLO-65,asia-south1,10.02,0.0,vm-prod-1
proj-6,2025-05-15,Compute Engine,sku-COM-78,us-central1,19.37,0.0,vm-dev-1
proj-7,2025-05-15,Cloud Storage,sku-CLO-91,asia-south1,5.07,0.0,vm-batch-1
proj-8,2025-05-15,BigQuery,sku-BIG-104,asia-south1,58.89,0.0,vm-analytics-1
proj-9,2025-05-15,Dataflow,sku-DAT-117,us-central1,63.36,0.0,vm-prod-1
proj-10,2025-05-15,Cloud Run,sku-CLO-130,us-central1,9.9,0.0,vm-dev-1
proj-11,2025-05-15,Compute Engine,sku-COM-143,us-central1,18.13,0.0,vm-batch-1
proj-12,2025-05-15,Cloud Storage,sku-CLO-156,europe-west1,4.94,0.0,vm-analytics-1
proj-13,2025-05-15,BigQuery,sku-BIG-169,us-central1,60.01,0.0,vm-prod-1
proj-14,2025-05-15,Dataflow,sku-DAT-182,europe-west1,63.16,0.0,vm-dev-1
proj-15,2025-05-15,Cloud Run,sku-CLO-195,europe-west1,9.38,0.0,vm-batch-1
proj-16,2025-05-15,Compute Engine,sku-COM-208,europe-west1,20.08,0.0,vm-analytics-1
proj-17,2025-05-15,Cloud Storage,sku-CLO-221,europe-west1,4.96,0.0,vm-prod-1
proj-18,2025-05-15,BigQuery,sku-BIG-234,us-central1,57.95,0.0,vm-dev-1
proj-19,2025-05-15,Dataflow,sku-DAT-247,asia-south1,61.14,0.0,vm-batch-1
proj-20,2025-05-15,Cloud Run,sku-CLO-260,asia-south1,9.65,0.0,vm-analytics-1
proj-21,2025-05-15,Compute Engine,sku-COM-273,asia-south1,18.59,0.0,vm-prod-1
proj-22,2025-05-15,Cloud Storage,sku-CLO-286,us-central1,5.07,0.0,vm-dev-1
proj-23,2025-05-15,BigQuery,sku-BIG-299,asia-south1,58.41,0.0,vm-batch-1
proj-24,2025-05-15,Dataflow,sku-DAT-312,us-central1,62.62,0.0,vm-analytics-1
proj-25,2025-05-15,Cloud Run,sku-CLO-325,asia-south1,9.76,0.0,vm-prod-1
proj-26,2025-05-15,Compute Engine,sku-COM-338,europe-west1,18.61,0.0,vm-dev-1
proj-27,2025-05-15,Cloud Storage,sku-CLO-351,us-central1,4.75,0.0,vm-batch-1
proj-28,2025-05-15,BigQuery,sku-BIG-364,us-central1,59.75,0.0,vm-analytics-1
proj-29,2025-05-15,Dataflow,sku-DAT-377,europe-west1,60.87,0.0,vm-prod-1
proj-30,2025-05-15,Cloud Run,sku-CLO-390,us-central1,10.51,0.0,vm-dev-1
proj-1,2025-05-16,Compute Engine,sku-COM-13,europe-west1,20.26,0.0,vm-prod-1
proj-2,2025-05-16,Cloud Storage,sku-CLO-26,us-central1,4.96,0.0,vm-dev-1
proj-3,2025-05-16,BigQuery,sku-BIG-39,us-central1,60.8,0.0,vm-batch-1
proj-4,2025-05-16,Dataflow,sku-DAT-52,asia-south1,61.86,0.0,vm-analytics-1
proj-5,2025-05-16,Cloud Run,sku-CLO-65,us-central1,9.21,0.0,vm-prod-1
proj-6,2025-05-16,Compute Engine,sku-COM-78,europe-west1,19.47,0.0,vm-dev-1
proj-7,2025-05-16,Cloud Storage,sku-CLO-91,asia-south1,25.7,0.0,vm-batch-1
proj-8,2025-05-16,BigQuery,sku-BIG-104,asia-south1,54.78,0.0,vm-analytics-1
proj-9,2025-05-16,Dataflow,sku-DAT-117,europe-west1,64.45,0.0,vm-prod-1
proj-10,2025-05-16,Cloud Run,sku-CLO-130,us-central1,9.89,0.0,vm-dev-1
proj-11,2025-05-16,Compute Engine,sku-COM-143,asia-south1,19.58,0.0,vm-batch-1
proj-12,2025-05-16,Cloud Storage,sku-CLO-156,europe-west1,4.66,0.0,vm-analytics-1
proj-13,2025-05-16,BigQuery,sku-BIG-169,europe-west1,59.36,0.0,vm-prod-1
proj-14,2025-05-16,Dataflow,sku-DAT-182,europe-west1,666.58,0.0,vm-dev-1
proj-15,2025-05-16,Cloud Run,sku-CLO-195,asia-south1,10.17,0.0,vm-batch-1
proj-16,2025-05-16,Compute Engine,sku-COM-208,asia-south1,19.21,0.0,vm-analytics-1
proj-17,2025-05-16,Cloud Storage,sku-CLO-221,us-central1,4.78,0.0,vm-prod-1
proj-18,2025-05-16,BigQuery,sku-BIG-234,europe-west1,56.43,0.0,vm-dev-1
proj-19,2025-05-16,Dataflow,sku-DAT-247,us-central1,61.19,0.0,vm-batch-1
proj-20,2025-05-16,Cloud Run,sku-CLO-260,asia-south1,10.66,0.0,vm-analytics-1
proj-21,2025-05-16,Compute Engine,sku-COM-273,us-central1,101.04,0.0,vm-prod-1
proj-22,2025-05-16,Cloud Storage,sku-CLO-286,asia-south1,4.99,0.0,vm-dev-1
proj-23,2025-05-16,BigQuery,sku-BIG-299,asia-south1,61.27,0.0,vm-batch-1
proj-24,2025-05-16,Dataflow,sku-DAT-312,asia-south1,61.93,0.0,vm-analytics-1
proj-25,2025-05-16,Cloud Run,sku-CLO-325,asia-south1,10.74,0.0,vm-prod-1
proj-26,2025-05-16,Compute Engine,sku-COM-338,asia-south1,20.99,0.0,vm-dev-1
proj-27,2025-05-16,Cloud Storage,sku-CLO-351,europe-west1,4.8,0.0,vm-batch-1
proj-28,2025-05-16,BigQuery,sku-BIG-364,us-central1,304.08,0.0,vm-analytics-1
proj-29,2025-05-16,Dataflow,sku-DAT-377,us-central1,60.4,0.0,vm-prod-1
proj-30,2025-05-16,Cloud Run,sku-CLO-390,europe-west1,9.39,0.0,vm-dev-1
proj-1,2025-05-17,Compute Engine,sku-COM-13,us-central1,99.16,0.0,vm-prod-1
proj-2,2025-05-17,Cloud Storage,sku-CLO-26,europe-west1,4.0,0.0,vm-dev-1
proj-3,2025-05-17,BigQuery,sku-BIG-39,us-central1,53.51,0.0,vm-batch-1
proj-4,2025-05-17,Dataflow,sku-DAT-52,europe-west1,53.02,0.0,vm-analytics-1
proj-5,2025-05-17,Cloud Run,sku-CLO-65,asia-south1,9.73,0.0,vm-prod-1
proj-6,2025-05-17,Compute Engine,sku-COM-78,us-central1,16.57,0.0,vm-dev-1
proj-7,2025-05-17,Cloud Storage,sku-CLO-91,asia-south1,3.86,0.0,vm-batch-1
proj-8,2025-05-17,BigQuery,sku-BIG-104,us-central1,293.86,0.0,vm-analytics-1
proj-9,2025-05-17,Dataflow,sku-DAT-117,us-central1,53.95,0.0,vm-prod-1
proj-10,2025-05-17,Cloud Run,sku-CLO-130,europe-west1,8.34,0.0,vm-dev-1
proj-11,2025-05-17,Compute Engine,sku-COM-143,us-central1,16.88,0.0,vm-batch-1
proj-12,2025-05-17,Cloud Storage,sku-CLO-156,asia-south1,4.22,0.0,vm-analytics-1
proj-13,2025-05-17,BigQuery,sku-BIG-169,us-central1,52.6,0.0,vm-prod-1
proj-14,2025-05-17,Dataflow,sku-DAT-182,europe-west1,53.83,0.0,vm-dev-1
proj-15,2025-05-17,Cloud Run,sku-CLO-195,europe-west1,50.36,0.0,vm-batch-1
proj-16,2025-05-17,Compute Engine,sku-COM-208,us-central1,16.38,0.0,vm-analytics-1
proj-17,2025-05-17,Cloud Storage,sku-CLO-221,asia-south1,4.09,0.0,vm-prod-1
proj-18,2025-05-17,BigQuery,sku-BIG-234,asia-south1,51.78,0.0,vm-dev-1
proj-19,2025-05-17,Dataflow,sku-DAT-247,us-central1,50.82,0.0,vm-batch-1
proj-20,2025-05-17,Cloud Run,sku-CLO-260,europe-west1,7.82,0.0,vm-analytics-1
proj-21,2025-05-17,Compute Engine,sku-COM-273,asia-south1,14.97,0.0,vm-prod-1
proj-22,2025-05-17,Cloud Storage,sku-CLO-286,europe-west1,24.67,0.0,vm-dev-1
proj-23,2025-05-17,BigQuery,sku-BIG-299,asia-south1,48.38,0.0,vm-batch-1
proj-24,2025-05-17,Dataflow,sku-DAT-312,us-central1,52.21,0.0,vm-analytics-1
proj-25,2025-05-17,Cloud Run,sku-CLO-325,europe-west1,8.62,0.0,vm-prod-1
proj-26,2025-05-17,Compute Engine,sku-COM-338,europe-west1,273.13,0.0,vm-dev-1
proj-27,2025-05-17,Cloud Storage,sku-CLO-351,asia-south1,4.22,0.0,vm-batch-1
proj-28,2025-05-17,BigQuery,sku-BIG-364,europe-west1,50.15,0.0,vm-analytics-1
proj-29,2025-05-17,Dataflow,sku-DAT-377,asia-south1,312.69,0.0,vm-prod-1
proj-30,2025-05-17,Cloud Run,sku-CLO-390,asia-south1,8.58,0.0,vm-dev-1
proj-1,2025-05-18,Compute Engine,sku-COM-13,us-central1,16.59,0.0,vm-prod-1
proj-2,2025-05-18,Cloud Storage,sku-CLO-26,asia-south1,24.67,0.0,vm-dev-1
proj-3,2025-05-18,BigQuery,sku-BIG-39,asia-south1,46.82,0.0,vm-batch-1
proj-4,2025-05-18,Dataflow,sku-DAT-52,asia-south1,53.46,0.0,vm-analytics-1
proj-5,2025-05-18,Cloud Run,sku-CLO-65,us-central1,8.13,0.0,vm-prod-1
proj-6,2025-05-18,Compute Engine,sku-COM-78,us-central1,14.97,0.0,vm-dev-1
proj-7,2025-05-18,Cloud Storage,sku-CLO-91,europe-west1,4.37,0.0,vm-batch-1
proj-8,2025-05-18,BigQuery,sku-BIG-104,europe-west1,51.87,0.0,vm-analytics-1
proj-9,2025-05-18,Dataflow,sku-DAT-117,us-central1,315.34,0.0,vm-prod-1
proj-10,2025-05-18,Cloud Run,sku-CLO-130,europe-west1,8.47,0.0,vm-dev-1
proj-11,2025-05-18,Compute Engine,sku-COM-143,asia-south1,16.56,0.0,vm-batch-1
proj-12,2025-05-18,Cloud Storage,sku-CLO-156,europe-west1,4.0,0.0,vm-analytics-1
proj-13,2025-05-18,BigQuery,sku-BIG-169,us-central1,50.45,0.0,vm-prod-1
proj-14,2025-05-18,Dataflow,sku-DAT-182,us-central1,54.1,0.0,vm-dev-1
proj-15,2025-05-18,Cloud Run,sku-CLO-195,asia-south1,9.6,0.0,vm-batch-1
proj-16,2025-05-18,Compute Engine,sku-COM-208,asia-south1,98.19,0.0,vm-analytics-1
proj-17,2025-05-18,Cloud Storage,sku-CLO-221,asia-south1,4.11,0.0,vm-prod-1
proj-18,2025-05-18,BigQuery,sku-BIG-234,europe-west1,54.02,0.0,vm-dev-1
proj-19,2025-05-18,Dataflow,sku-DAT-247,europe-west1,53.65,0.0,vm-batch-1
proj-20,2025-05-18,Cloud Run,sku-CLO-260,asia-south1,7.54,0.0,vm-analytics-1
proj-21,2025-05-18,Compute Engine,sku-COM-273,europe-west1,17.68,0.0,vm-prod-1
proj-22,2025-05-18,Cloud Storage,sku-CLO-286,asia-south1,4.27,0.0,vm-dev-1
proj-23,2025-05-18,BigQuery,sku-BIG-299,us-central1,295.34,0.0,vm-batch-1
proj-24,2025-05-18,Dataflow,sku-DAT-312,asia-south1,52.21,0.0,vm-analytics-1
proj-25,2025-05-18,Cloud Run,sku-CLO-325,us-central1,9.68,0.0,vm-prod-1
proj-26,2025-05-18,Compute Engine,sku-COM-338,europe-west1,16.31,0.0,vm-dev-1
proj-27,2025-05-18,Cloud Storage,sku-CLO-351,us-central1,4.04,0.0,vm-batch-1
proj-28,2025-05-18,BigQuery,sku-BIG-364,europe-west1,51.58,0.0,vm-analytics-1
proj-29,2025-05-18,Dataflow,sku-DAT-377,asia-south1,51.38,0.0,vm-prod-1
proj-30,2025-05-18,Cloud Run,sku-CLO-390,europe-west1,49.84,0.0,vm-dev-1
proj-1,2025-05-19,Compute Engine,sku-COM-13,us-central1,18.91,0.0,vm-prod-1
proj-2,2025-05-19,Cloud Storage,sku-CLO-26,us-central1,5.0,0.0,vm-dev-1
proj-3,2025-05-19,BigQuery,sku-BIG-39,europe-west1,305.21,0.0,vm-batch-1
proj-4,2025-05-19,Dataflow,sku-DAT-52,us-central1,60.93,0.0,vm-analytics-1
proj-5,2025-05-19,Cloud Run,sku-CLO-65,asia-south1,9.72,0.0,vm-prod-1
proj-6,2025-05-19,Compute Engine,sku-COM-78,europe-west1,19.11,0.0,vm-dev-1
proj-7,2025-05-19,Cloud Storage,sku-CLO-91,us-central1,5.24,0.0,vm-batch-1
proj-8,2025-05-19,BigQuery,sku-BIG-104,europe-west1,55.72,0.0,vm-analytics-1
proj-9,2025-05-19,Dataflow,sku-DAT-117,us-central1,61.37,0.0,vm-prod-1
proj-10,2025-05-19,Cloud Run,sku-CLO-130,us-central1,51.97,0.0,vm-dev-1
proj-11,2025-05-19,Compute Engine,sku-COM-143,europe-west1,20.52,0.0,vm-batch-1
proj-12,2025-05-19,Cloud Storage,sku-CLO-156,us-central1,4.73,0.0,vm-analytics-1
proj-13,2025-05-19,BigQuery,sku-BIG-169,asia-south1,56.79,0.0,vm-prod-1
proj-14,2025-05-19,Dataflow,sku-DAT-182,europe-west1,59.87,0.0,vm-dev-1
proj-15,2025-05-19,Cloud Run,sku-CLO-195,asia-south1,9.08,0.0,vm-batch-1
proj-16,2025-05-19,Compute Engine,sku-COM-208,europe-west1,18.12,0.0,vm-analytics-1
proj-17,2025-05-19,Cloud Storage,sku-CLO-221,europe-west1,25.38,0.0,vm-prod-1
proj-18,2025-05-19,BigQuery,sku-BIG-234,asia-south1,55.02,0.0,vm-dev-1
proj-19,2025-05-19,Dataflow,sku-DAT-247,europe-west1,61.56,0.0,vm-batch-1
proj-20,2025-05-19,Cloud Run,sku-CLO-260,asia-south1,8.6,0.0,vm-analytics-1
proj-21,2025-05-19,Compute Engine,sku-COM-273,europe-west1,18.86,0.0,vm-prod-1
proj-22,2025-05-19,Cloud Storage,sku-CLO-286,us-central1,4.53,0.0,vm-dev-1
proj-23,2025-05-19,BigQuery,sku-BIG-299,europe-west1,60.34,0.0,vm-batch-1
proj-24,2025-05-19,Dataflow,sku-DAT-312,asia-south1,320.47,0.0,vm-analytics-1
proj-25,2025-05-19,Cloud Run,sku-CLO-325,europe-west1,9.58,0.0,vm-prod-1
proj-26,2025-05-19,Compute Engine,sku-COM-338,europe-west1,17.62,0.0,vm-dev-1
proj-27,2025-05-19,Cloud Storage,sku-CLO-351,asia-south1,4.48,0.0,vm-batch-1
proj-28,2025-05-19,BigQuery,sku-BIG-364,us-central1,57.74,0.0,vm-analytics-1
proj-29,2025-05-19,Dataflow,sku-DAT-377,us-central1,61.96,0.0,vm-prod-1
proj-30,2025-05-19,Cloud Run,sku-CLO-390,europe-west1,10.5,0.0,vm-dev-1
proj-1,2025-05-20,Compute Engine,sku-COM-13,asia-south1,19.18,0.0,vm-prod-1
proj-2,2025-05-20,Cloud Storage,sku-CLO-26,us-central1,4.65,0.0,vm-dev-1
proj-3,2025-05-20,BigQuery,sku-BIG-39,us-central1,57.23,0.0,vm-batch-1
proj-4,2025-05-20,Dataflow,sku-DAT-52,europe-west1,319.47,0.0,vm-analytics-1
proj-5,2025-05-20,Cloud Run,sku-CLO-65,us-central1,9.66,0.0,vm-prod-1
proj-6,2025-05-20,Compute Engine,sku-COM-78,asia-south1,18.74,0.0,vm-dev-1
proj-7,2025-05-20,Cloud Storage,sku-CLO-91,us-central1,4.96,0.0,vm-batch-1
proj-8,2025-05-20,BigQuery,sku-BIG-104,europe-west1,59.28,0.0,vm-analytics-1
proj-9,2025-05-20,Dataflow,sku-DAT-117,us-central1,61.21,0.0,vm-prod-1
proj-10,2025-05-20,Cloud Run,sku-CLO-130,europe-west1,10.56,0.0,vm-dev-1
proj-11,2025-05-20,Compute Engine,sku-COM-143,europe-west1,100.26,0.0,vm-batch-1
proj-12,2025-05-20,Cloud Storage,sku-CLO-156,europe-west1,4.67,0.0,vm-analytics-1
proj-13,2025-05-20,BigQuery,sku-BIG-169,asia-south1,55.99,0.0,vm-prod-1
proj-14,2025-05-20,Dataflow,sku-DAT-182,asia-south1,60.47,0.0,vm-dev-1
proj-15,2025-05-20,Cloud Run,sku-CLO-195,europe-west1,9.18,0.0,vm-batch-1
proj-16,2025-05-20,Compute Engine,sku-COM-208,europe-west1,18.92,0.0,vm-analytics-1
proj-17,2025-05-20,Cloud Storage,sku-CLO-221,asia-south1,4.97,0.0,vm-prod-1
proj-18,2025-05-20,BigQuery,sku-BIG-234,europe-west1,302.92,0.0,vm-dev-1
proj-19,2025-05-20,Dataflow,sku-DAT-247,europe-west1,63.71,0.0,vm-batch-1
proj-20,2025-05-20,Cloud Run,sku-CLO-260,europe-west1,9.51,0.0,vm-analytics-1
proj-21,2025-05-20,Compute Engine,sku-COM-273,europe-west1,17.94,0.0,vm-prod-1
proj-22,2025-05-20,Cloud Storage,sku-CLO-286,us-central1,4.69,0.0,vm-dev-1
proj-23,2025-05-20,BigQuery,sku-BIG-299,us-central1,58.47,0.0,vm-batch-1
proj-24,2025-05-20,Dataflow,sku-DAT-312,asia-south1,59.63,0.0,vm-analytics-1
proj-25,2025-05-20,Cloud Run,sku-CLO-325,europe-west1,52.1,0.0,vm-prod-1
proj-26,2025-05-20,Compute Engine,sku-COM-338,us-central1,19.4,0.0,vm-dev-1
proj-27,2025-05-20,Cloud Storage,sku-CLO-351,europe-west1,4.76,0.0,vm-batch-1
proj-28,2025-05-20,BigQuery,sku-BIG-364,europe-west1,60.08,0.0,vm-analytics-1
proj-29,2025-05-20,Dataflow,sku-DAT-377,europe-west1,61.02,0.0,vm-prod-1
proj-30,2025-05-20,Cloud Run,sku-CLO-390,asia-south1,9.9,0.0,vm-dev-1
proj-1,2025-05-21,Compute Engine,sku-COM-13,asia-south1,19.33,0.0,vm-prod-1
proj-2,2025-05-21,Cloud Storage,sku-CLO-26,us-central1,4.61,0.0,vm-dev-1
proj-3,2025-05-21,BigQuery,sku-BIG-39,us-central1,55.96,0.0,vm-batch-1
proj-4,2025-05-21,Dataflow,sku-DAT-52,europe-west1,60.5,0.0,vm-analytics-1
proj-5,2025-05-21,Cloud Run,sku-CLO-65,asia-south1,51.96,0.0,vm-prod-1
proj-6,2025-05-21,Compute Engine,sku-COM-78,europe-west1,19.13,0.0,vm-dev-1
proj-7,2025-05-21,Cloud Storage,sku-CLO-91,us-central1,4.88,0.0,vm-batch-1
proj-8,2025-05-21,BigQuery,sku-BIG-104,asia-south1,57.8,0.0,vm-analytics-1
proj-9,2025-05-21,Dataflow,sku-DAT-117,europe-west1,408.37,0.0,vm-prod-1
proj-10,2025-05-21,Cloud Run,sku-CLO-130,asia-south1,9.58,0.0,vm-dev-1
proj-11,2025-05-21,Compute Engine,sku-COM-143,us-central1,18.67,0.0,vm-batch-1
proj-12,2025-05-21,Cloud Storage,sku-CLO-156,us-central1,25.38,0.0,vm-analytics-1
proj-13,2025-05-21,BigQuery,sku-BIG-169,asia-south1,56.67,0.0,vm-prod-1
proj-14,2025-05-21,Dataflow,sku-DAT-182,asia-south1,58.43,0.0,vm-dev-1
proj-15,2025-05-21,Cloud Run,sku-CLO-195,asia-south1,10.68,0.0,vm-batch-1
proj-16,2025-05-21,Compute Engine,sku-COM-208,europe-west1,17.55,0.0,vm-analytics-1
proj-17,2025-05-21,Cloud Storage,sku-CLO-221,us-central1,5.0,0.0,vm-prod-1
proj-18,2025-05-21,BigQuery,sku-BIG-234,asia-south1,60.0,0.0,vm-dev-1
proj-19,2025-05-21,Dataflow,sku-DAT-247,asia-south1,323.22,0.0,vm-batch-1
proj-20,2025-05-21,Cloud Run,sku-CLO-260,asia-south1,9.41,0.0,vm-analytics-1
proj-21,2025-05-21,Compute Engine,sku-COM-273,europe-west1,17.91,0.0,vm-prod-1
proj-22,2025-05-21,Cloud Storage,sku-CLO-286,europe-west1,4.87,0.0,vm-dev-1
proj-23,2025-05-21,BigQuery,sku-BIG-299,europe-west1,57.81,0.0,vm-batch-1
proj-24,2025-05-21,Dataflow,sku-DAT-312,europe-west1,56.97,0.0,vm-analytics-1
proj-25,2025-05-21,Cloud Run,sku-CLO-325,europe-west1,10.03,0.0,vm-prod-1
proj-26,2025-05-21,Compute Engine,sku-COM-338,us-central1,100.32,0.0,vm-dev-1
proj-27,2025-05-21,Cloud Storage,sku-CLO-351,europe-west1,4.9,0.0,vm-batch-1
proj-28,2025-05-21,BigQuery,sku-BIG-364,europe-west1,58.5,0.0,vm-analytics-1
proj-29,2025-05-21,Dataflow,sku-DAT-377,us-central1,62.92,0.0,vm-prod-1
proj-30,2025-05-21,Cloud Run,sku-CLO-390,us-central1,9.47,0.0,vm-dev-1
proj-1,2025-05-22,Compute Engine,sku-COM-13,us-central1,18.92,0.0,vm-prod-1
proj-2,2025-05-22,Cloud Storage,sku-CLO-26,europe-west1,5.01,0.0,vm-dev-1
proj-3,2025-05-22,BigQuery,sku-BIG-39,us-central1,57.59,0.0,vm-batch-1
proj-4,2025-05-22,Dataflow,sku-DAT-52,asia-south1,60.34,0.0,vm-analytics-1
proj-5,2025-05-22,Cloud Run,sku-CLO-65,europe-west1,11.12,0.0,vm-prod-1
proj-6,2025-05-22,Compute Engine,sku-COM-78,europe-west1,99.82,0.0,vm-dev-1
proj-7,2025-05-22,Cloud Storage,sku-CLO-91,europe-west1,4.86,0.0,vm-batch-1
proj-8,2025-05-22,BigQuery,sku-BIG-104,us-central1,54.49,0.0,vm-analytics-1
proj-9,2025-05-22,Dataflow,sku-DAT-117,us-central1,59.57,0.0,vm-prod-1
proj-10,2025-05-22,Cloud Run,sku-CLO-130,asia-south1,8.74,0.0,vm-dev-1
proj-11,2025-05-22,Compute Engine,sku-COM-143,europe-west1,19.91,0.0,vm-batch-1
proj-12,2025-05-22,Cloud Storage,sku-CLO-156,us-central1,4.75,0.0,vm-analytics-1
proj-13,2025-05-22,BigQuery,sku-BIG-169,europe-west1,304.76,0.0,vm-prod-1
proj-14,2025-05-22,Dataflow,sku-DAT-182,us-central1,60.56,0.0,vm-dev-1
proj-15,2025-05-22,Cloud Run,sku-CLO-195,asia-south1,10.26,0.0,vm-batch-1
proj-16,2025-05-22,Compute Engine,sku-COM-208,us-central1,19.47,0.0,vm-analytics-1
proj-17,2025-05-22,Cloud Storage,sku-CLO-221,europe-west1,4.93,0.0,vm-prod-1
proj-18,2025-05-22,BigQuery,sku-BIG-234,us-central1,58.1,0.0,vm-dev-1
proj-19,2025-05-22,Dataflow,sku-DAT-247,asia-south1,59.73,0.0,vm-batch-1
proj-20,2025-05-22,Cloud Run,sku-CLO-260,asia-south1,51.78,0.0,vm-analytics-1
proj-21,2025-05-22,Compute Engine,sku-COM-273,europe-west1,17.74,0.0,vm-prod-1
proj-22,2025-05-22,Cloud Storage,sku-CLO-286,europe-west1,4.78,0.0,vm-dev-1
proj-23,2025-05-22,BigQuery,sku-BIG-299,us-central1,58.73,0.0,vm-batch-1
proj-24,2025-05-22,Dataflow,sku-DAT-312,us-central1,61.34,0.0,vm-analytics-1
